city,date,aqi,pm2_5,pm10,no2,co,dominant_pollutant
London,2010-06-06,38,38,16.0,33.0,4.4,pm25
New York,2010-06-06,33,33,,,,pm25
Delhi,2010-06-07,313,313,,,,pm25
London,2010-06-07,38,38,16.0,33.0,4.4,pm25
New York,2010-06-07,33,33,,,,pm25
Delhi,2010-06-08,313,313,,,,pm25
London,2010-06-08,38,38,16.0,33.0,4.4,pm25
New York,2010-06-08,33,33,,,,pm25
Delhi,2010-06-09,313,313,,,,pm25
London,2010-06-09,38,38,16.0,33.0,4.4,pm25
New York,2010-06-09,33,33,,,,pm25
Delhi,2010-06-10,313,313,,,,pm25
London,2010-06-10,38,38,16.0,33.0,4.4,pm25
New York,2010-06-10,33,33,,,,pm25
Delhi,2010-06-11,313,313,,,,pm25
London,2010-06-11,38,38,16.0,33.0,4.4,pm25
New York,2010-06-11,33,33,,,,pm25
Delhi,2010-06-12,313,313,,,,pm25
London,2010-06-12,38,38,16.0,33.0,4.4,pm25
New York,2010-06-12,33,33,,,,pm25
Delhi,2010-06-13,313,313,,,,pm25
London,2010-06-13,38,38,16.0,33.0,4.4,pm25
New York,2010-06-13,33,33,,,,pm25
Delhi,2010-06-14,313,313,,,,pm25
London,2010-06-14,38,38,16.0,33.0,4.4,pm25
New York,2010-06-14,33,33,,,,pm25
Delhi,2010-06-15,313,313,,,,pm25
London,2010-06-15,38,38,16.0,33.0,4.4,pm25
New York,2010-06-15,33,33,,,,pm25
Delhi,2010-06-16,313,313,,,,pm25
London,2010-06-16,38,38,16.0,33.0,4.4,pm25
New York,2010-06-16,33,33,,,,pm25
Delhi,2010-06-17,313,313,,,,pm25
London,2010-06-17,38,38,16.0,33.0,4.4,pm25
New York,2010-06-17,33,33,,,,pm25
Delhi,2010-06-18,313,313,,,,pm25
London,2010-06-18,38,38,16.0,33.0,4.4,pm25
New York,2010-06-18,33,33,,,,pm25
Delhi,2010-06-19,313,313,,,,pm25
London,2010-06-19,38,38,16.0,33.0,4.4,pm25
New York,2010-06-19,33,33,,,,pm25
Delhi,2010-06-20,313,313,,,,pm25
London,2010-06-20,38,38,16.0,33.0,4.4,pm25
New York,2010-06-20,33,33,,,,pm25
Delhi,2010-06-21,313,313,,,,pm25
London,2010-06-21,38,38,16.0,33.0,4.4,pm25
New York,2010-06-21,33,33,,,,pm25
Delhi,2010-06-22,313,313,,,,pm25
London,2010-06-22,38,38,16.0,33.0,4.4,pm25
New York,2010-06-22,33,33,,,,pm25
Delhi,2010-06-23,313,313,,,,pm25
London,2010-06-23,38,38,16.0,33.0,4.4,pm25
New York,2010-06-23,33,33,,,,pm25
Delhi,2010-06-24,313,313,,,,pm25
London,2010-06-24,38,38,16.0,33.0,4.4,pm25
New York,2010-06-24,33,33,,,,pm25
Delhi,2010-06-25,313,313,,,,pm25
London,2010-06-25,38,38,16.0,33.0,4.4,pm25
New York,2010-06-25,33,33,,,,pm25
Delhi,2010-06-26,313,313,,,,pm25
London,2010-06-26,38,38,16.0,33.0,4.4,pm25
New York,2010-06-26,33,33,,,,pm25
Delhi,2010-06-27,313,313,,,,pm25
London,2010-06-27,38,38,16.0,33.0,4.4,pm25
New York,2010-06-27,33,33,,,,pm25
Delhi,2010-06-28,313,313,,,,pm25
London,2010-06-28,38,38,16.0,33.0,4.4,pm25
New York,2010-06-28,33,33,,,,pm25
Delhi,2010-06-29,313,313,,,,pm25
London,2010-06-29,38,38,16.0,33.0,4.4,pm25
New York,2010-06-29,33,33,,,,pm25
Delhi,2010-06-30,313,313,,,,pm25
London,2010-06-30,38,38,16.0,33.0,4.4,pm25
New York,2010-06-30,33,33,,,,pm25
Delhi,2010-07-01,313,313,,,,pm25
London,2010-07-01,38,38,16.0,33.0,4.4,pm25
New York,2010-07-01,33,33,,,,pm25
Delhi,2010-07-02,313,313,,,,pm25
London,2010-07-02,38,38,16.0,33.0,4.4,pm25
New York,2010-07-02,33,33,,,,pm25
Delhi,2010-07-03,313,313,,,,pm25
London,2010-07-03,38,38,16.0,33.0,4.4,pm25
New York,2010-07-03,33,33,,,,pm25
Delhi,2010-07-04,313,313,,,,pm25
London,2010-07-04,38,38,16.0,33.0,4.4,pm25
New York,2010-07-04,33,33,,,,pm25
Delhi,2010-07-05,313,313,,,,pm25
London,2010-07-05,38,38,16.0,33.0,4.4,pm25
New York,2010-07-05,33,33,,,,pm25
Delhi,2010-07-06,313,313,,,,pm25
London,2010-07-06,38,38,16.0,33.0,4.4,pm25
New York,2010-07-06,33,33,,,,pm25
Delhi,2010-07-07,313,313,,,,pm25
London,2010-07-07,38,38,16.0,33.0,4.4,pm25
New York,2010-07-07,33,33,,,,pm25
Delhi,2010-07-08,313,313,,,,pm25
London,2010-07-08,38,38,16.0,33.0,4.4,pm25
New York,2010-07-08,33,33,,,,pm25
Delhi,2010-07-09,313,313,,,,pm25
London,2010-07-09,38,38,16.0,33.0,4.4,pm25
New York,2010-07-09,33,33,,,,pm25
Delhi,2010-07-10,313,313,,,,pm25
London,2010-07-10,38,38,16.0,33.0,4.4,pm25
New York,2010-07-10,33,33,,,,pm25
Delhi,2010-07-11,313,313,,,,pm25
London,2010-07-11,38,38,16.0,33.0,4.4,pm25
New York,2010-07-11,33,33,,,,pm25
Delhi,2010-07-12,313,313,,,,pm25
London,2010-07-12,38,38,16.0,33.0,4.4,pm25
New York,2010-07-12,33,33,,,,pm25
Delhi,2010-07-13,313,313,,,,pm25
London,2010-07-13,38,38,16.0,33.0,4.4,pm25
New York,2010-07-13,33,33,,,,pm25
Delhi,2010-07-14,313,313,,,,pm25
London,2010-07-14,38,38,16.0,33.0,4.4,pm25
New York,2010-07-14,33,33,,,,pm25
Delhi,2010-07-15,313,313,,,,pm25
London,2010-07-15,38,38,16.0,33.0,4.4,pm25
New York,2010-07-15,33,33,,,,pm25
Delhi,2010-07-16,313,313,,,,pm25
London,2010-07-16,38,38,16.0,33.0,4.4,pm25
New York,2010-07-16,33,33,,,,pm25
Delhi,2010-07-17,313,313,,,,pm25
London,2010-07-17,38,38,16.0,33.0,4.4,pm25
New York,2010-07-17,33,33,,,,pm25
Delhi,2010-07-18,313,313,,,,pm25
London,2010-07-18,38,38,16.0,33.0,4.4,pm25
New York,2010-07-18,33,33,,,,pm25
Delhi,2010-07-19,313,313,,,,pm25
London,2010-07-19,38,38,16.0,33.0,4.4,pm25
New York,2010-07-19,33,33,,,,pm25
Delhi,2010-07-20,313,313,,,,pm25
London,2010-07-20,38,38,16.0,33.0,4.4,pm25
New York,2010-07-20,33,33,,,,pm25
Delhi,2010-07-21,313,313,,,,pm25
London,2010-07-21,38,38,16.0,33.0,4.4,pm25
New York,2010-07-21,33,33,,,,pm25
Delhi,2010-07-22,313,313,,,,pm25
London,2010-07-22,38,38,16.0,33.0,4.4,pm25
New York,2010-07-22,33,33,,,,pm25
Delhi,2010-07-23,313,313,,,,pm25
London,2010-07-23,38,38,16.0,33.0,4.4,pm25
New York,2010-07-23,33,33,,,,pm25
Delhi,2010-07-24,313,313,,,,pm25
London,2010-07-24,38,38,16.0,33.0,4.4,pm25
New York,2010-07-24,33,33,,,,pm25
Delhi,2010-07-25,313,313,,,,pm25
London,2010-07-25,38,38,16.0,33.0,4.4,pm25
New York,2010-07-25,33,33,,,,pm25
Delhi,2010-07-26,313,313,,,,pm25
London,2010-07-26,38,38,16.0,33.0,4.4,pm25
New York,2010-07-26,33,33,,,,pm25
Delhi,2010-07-27,313,313,,,,pm25
London,2010-07-27,38,38,16.0,33.0,4.4,pm25
New York,2010-07-27,33,33,,,,pm25
Delhi,2010-07-28,313,313,,,,pm25
London,2010-07-28,38,38,16.0,33.0,4.4,pm25
New York,2010-07-28,33,33,,,,pm25
Delhi,2010-07-29,313,313,,,,pm25
London,2010-07-29,38,38,16.0,33.0,4.4,pm25
New York,2010-07-29,33,33,,,,pm25
Delhi,2010-07-30,313,313,,,,pm25
London,2010-07-30,38,38,16.0,33.0,4.4,pm25
New York,2010-07-30,33,33,,,,pm25
Delhi,2010-07-31,313,313,,,,pm25
London,2010-07-31,38,38,16.0,33.0,4.4,pm25
New York,2010-07-31,33,33,,,,pm25
Delhi,2010-08-01,313,313,,,,pm25
London,2010-08-01,38,38,16.0,33.0,4.4,pm25
New York,2010-08-01,33,33,,,,pm25
Delhi,2010-08-02,313,313,,,,pm25
London,2010-08-02,38,38,16.0,33.0,4.4,pm25
New York,2010-08-02,33,33,,,,pm25
Delhi,2010-08-03,313,313,,,,pm25
London,2010-08-03,38,38,16.0,33.0,4.4,pm25
New York,2010-08-03,33,33,,,,pm25
Delhi,2010-08-04,313,313,,,,pm25
London,2010-08-04,38,38,16.0,33.0,4.4,pm25
New York,2010-08-04,33,33,,,,pm25
Delhi,2010-08-05,313,313,,,,pm25
London,2010-08-05,38,38,16.0,33.0,4.4,pm25
New York,2010-08-05,33,33,,,,pm25
Delhi,2010-08-06,313,313,,,,pm25
London,2010-08-06,38,38,16.0,33.0,4.4,pm25
New York,2010-08-06,33,33,,,,pm25
Delhi,2010-08-07,313,313,,,,pm25
London,2010-08-07,38,38,16.0,33.0,4.4,pm25
New York,2010-08-07,33,33,,,,pm25
Delhi,2010-08-08,313,313,,,,pm25
London,2010-08-08,38,38,16.0,33.0,4.4,pm25
New York,2010-08-08,33,33,,,,pm25
Delhi,2010-08-09,313,313,,,,pm25
London,2010-08-09,38,38,16.0,33.0,4.4,pm25
New York,2010-08-09,33,33,,,,pm25
Delhi,2010-08-10,313,313,,,,pm25
London,2010-08-10,38,38,16.0,33.0,4.4,pm25
New York,2010-08-10,33,33,,,,pm25
Delhi,2010-08-11,313,313,,,,pm25
London,2010-08-11,38,38,16.0,33.0,4.4,pm25
New York,2010-08-11,33,33,,,,pm25
Delhi,2010-08-12,313,313,,,,pm25
London,2010-08-12,38,38,16.0,33.0,4.4,pm25
New York,2010-08-12,33,33,,,,pm25
Delhi,2010-08-13,313,313,,,,pm25
London,2010-08-13,38,38,16.0,33.0,4.4,pm25
New York,2010-08-13,33,33,,,,pm25
Delhi,2010-08-14,313,313,,,,pm25
London,2010-08-14,38,38,16.0,33.0,4.4,pm25
New York,2010-08-14,33,33,,,,pm25
Delhi,2010-08-15,313,313,,,,pm25
London,2010-08-15,38,38,16.0,33.0,4.4,pm25
New York,2010-08-15,33,33,,,,pm25
Delhi,2010-08-16,313,313,,,,pm25
London,2010-08-16,38,38,16.0,33.0,4.4,pm25
New York,2010-08-16,33,33,,,,pm25
Delhi,2010-08-17,313,313,,,,pm25
London,2010-08-17,38,38,16.0,33.0,4.4,pm25
New York,2010-08-17,33,33,,,,pm25
Delhi,2010-08-18,313,313,,,,pm25
London,2010-08-18,38,38,16.0,33.0,4.4,pm25
New York,2010-08-18,33,33,,,,pm25
Delhi,2010-08-19,313,313,,,,pm25
London,2010-08-19,38,38,16.0,33.0,4.4,pm25
New York,2010-08-19,33,33,,,,pm25
Delhi,2010-08-20,313,313,,,,pm25
London,2010-08-20,38,38,16.0,33.0,4.4,pm25
New York,2010-08-20,33,33,,,,pm25
Delhi,2010-08-21,313,313,,,,pm25
London,2010-08-21,38,38,16.0,33.0,4.4,pm25
New York,2010-08-21,33,33,,,,pm25
Delhi,2010-08-22,313,313,,,,pm25
London,2010-08-22,38,38,16.0,33.0,4.4,pm25
New York,2010-08-22,33,33,,,,pm25
Delhi,2010-08-23,313,313,,,,pm25
London,2010-08-23,38,38,16.0,33.0,4.4,pm25
New York,2010-08-23,33,33,,,,pm25
Delhi,2010-08-24,313,313,,,,pm25
London,2010-08-24,38,38,16.0,33.0,4.4,pm25
New York,2010-08-24,33,33,,,,pm25
Delhi,2010-08-25,313,313,,,,pm25
London,2010-08-25,38,38,16.0,33.0,4.4,pm25
New York,2010-08-25,33,33,,,,pm25
Delhi,2010-08-26,313,313,,,,pm25
London,2010-08-26,38,38,16.0,33.0,4.4,pm25
New York,2010-08-26,33,33,,,,pm25
Delhi,2010-08-27,313,313,,,,pm25
London,2010-08-27,38,38,16.0,33.0,4.4,pm25
New York,2010-08-27,33,33,,,,pm25
Delhi,2010-08-28,313,313,,,,pm25
London,2010-08-28,38,38,16.0,33.0,4.4,pm25
New York,2010-08-28,33,33,,,,pm25
Delhi,2010-08-29,313,313,,,,pm25
London,2010-08-29,38,38,16.0,33.0,4.4,pm25
New York,2010-08-29,33,33,,,,pm25
Delhi,2010-08-30,313,313,,,,pm25
London,2010-08-30,38,38,16.0,33.0,4.4,pm25
New York,2010-08-30,33,33,,,,pm25
Delhi,2010-08-31,313,313,,,,pm25
London,2010-08-31,38,38,16.0,33.0,4.4,pm25
New York,2010-08-31,33,33,,,,pm25
Delhi,2010-09-01,313,313,,,,pm25
London,2010-09-01,38,38,16.0,33.0,4.4,pm25
New York,2010-09-01,33,33,,,,pm25
Delhi,2010-09-02,313,313,,,,pm25
London,2010-09-02,38,38,16.0,33.0,4.4,pm25
New York,2010-09-02,33,33,,,,pm25
Delhi,2010-09-03,313,313,,,,pm25
London,2010-09-03,38,38,16.0,33.0,4.4,pm25
New York,2010-09-03,33,33,,,,pm25
Delhi,2010-09-04,313,313,,,,pm25
London,2010-09-04,38,38,16.0,33.0,4.4,pm25
New York,2010-09-04,33,33,,,,pm25
Delhi,2010-09-05,313,313,,,,pm25
London,2010-09-05,38,38,16.0,33.0,4.4,pm25
New York,2010-09-05,33,33,,,,pm25
Delhi,2010-09-06,313,313,,,,pm25
London,2010-09-06,38,38,16.0,33.0,4.4,pm25
New York,2010-09-06,33,33,,,,pm25
Delhi,2010-09-07,313,313,,,,pm25
London,2010-09-07,38,38,16.0,33.0,4.4,pm25
New York,2010-09-07,33,33,,,,pm25
Delhi,2010-09-08,313,313,,,,pm25
London,2010-09-08,38,38,16.0,33.0,4.4,pm25
New York,2010-09-08,33,33,,,,pm25
Delhi,2010-09-09,313,313,,,,pm25
London,2010-09-09,38,38,16.0,33.0,4.4,pm25
New York,2010-09-09,33,33,,,,pm25
Delhi,2010-09-10,313,313,,,,pm25
London,2010-09-10,38,38,16.0,33.0,4.4,pm25
New York,2010-09-10,33,33,,,,pm25
Delhi,2010-09-11,313,313,,,,pm25
London,2010-09-11,38,38,16.0,33.0,4.4,pm25
New York,2010-09-11,33,33,,,,pm25
Delhi,2010-09-12,313,313,,,,pm25
London,2010-09-12,38,38,16.0,33.0,4.4,pm25
New York,2010-09-12,33,33,,,,pm25
Delhi,2010-09-13,313,313,,,,pm25
London,2010-09-13,38,38,16.0,33.0,4.4,pm25
New York,2010-09-13,33,33,,,,pm25
Delhi,2010-09-14,313,313,,,,pm25
London,2010-09-14,38,38,16.0,33.0,4.4,pm25
New York,2010-09-14,33,33,,,,pm25
Delhi,2010-09-15,313,313,,,,pm25
London,2010-09-15,38,38,16.0,33.0,4.4,pm25
New York,2010-09-15,33,33,,,,pm25
Delhi,2010-09-16,313,313,,,,pm25
London,2010-09-16,38,38,16.0,33.0,4.4,pm25
New York,2010-09-16,33,33,,,,pm25
Delhi,2010-09-17,313,313,,,,pm25
London,2010-09-17,38,38,16.0,33.0,4.4,pm25
New York,2010-09-17,33,33,,,,pm25
Delhi,2010-09-18,313,313,,,,pm25
London,2010-09-18,38,38,16.0,33.0,4.4,pm25
New York,2010-09-18,33,33,,,,pm25
Delhi,2010-09-19,313,313,,,,pm25
London,2010-09-19,38,38,16.0,33.0,4.4,pm25
New York,2010-09-19,33,33,,,,pm25
Delhi,2010-09-20,313,313,,,,pm25
London,2010-09-20,38,38,16.0,33.0,4.4,pm25
New York,2010-09-20,33,33,,,,pm25
Delhi,2010-09-21,313,313,,,,pm25
London,2010-09-21,38,38,16.0,33.0,4.4,pm25
New York,2010-09-21,33,33,,,,pm25
Delhi,2010-09-22,313,313,,,,pm25
London,2010-09-22,38,38,16.0,33.0,4.4,pm25
New York,2010-09-22,33,33,,,,pm25
Delhi,2010-09-23,313,313,,,,pm25
London,2010-09-23,38,38,16.0,33.0,4.4,pm25
New York,2010-09-23,33,33,,,,pm25
Delhi,2010-09-24,313,313,,,,pm25
London,2010-09-24,38,38,16.0,33.0,4.4,pm25
New York,2010-09-24,33,33,,,,pm25
Delhi,2010-09-25,313,313,,,,pm25
London,2010-09-25,38,38,16.0,33.0,4.4,pm25
New York,2010-09-25,33,33,,,,pm25
Delhi,2010-09-26,313,313,,,,pm25
London,2010-09-26,38,38,16.0,33.0,4.4,pm25
New York,2010-09-26,33,33,,,,pm25
Delhi,2010-09-27,313,313,,,,pm25
London,2010-09-27,38,38,16.0,33.0,4.4,pm25
New York,2010-09-27,33,33,,,,pm25
Delhi,2010-09-28,313,313,,,,pm25
London,2010-09-28,38,38,16.0,33.0,4.4,pm25
New York,2010-09-28,33,33,,,,pm25
Delhi,2010-09-29,313,313,,,,pm25
London,2010-09-29,38,38,16.0,33.0,4.4,pm25
New York,2010-09-29,33,33,,,,pm25
Delhi,2010-09-30,313,313,,,,pm25
London,2010-09-30,38,38,16.0,33.0,4.4,pm25
New York,2010-09-30,33,33,,,,pm25
Delhi,2010-10-01,313,313,,,,pm25
London,2010-10-01,38,38,16.0,33.0,4.4,pm25
New York,2010-10-01,33,33,,,,pm25
Delhi,2010-10-02,313,313,,,,pm25
London,2010-10-02,38,38,16.0,33.0,4.4,pm25
New York,2010-10-02,33,33,,,,pm25
Delhi,2010-10-03,313,313,,,,pm25
London,2010-10-03,38,38,16.0,33.0,4.4,pm25
New York,2010-10-03,33,33,,,,pm25
Delhi,2010-10-04,313,313,,,,pm25
London,2010-10-04,38,38,16.0,33.0,4.4,pm25
New York,2010-10-04,33,33,,,,pm25
Delhi,2010-10-05,313,313,,,,pm25
London,2010-10-05,38,38,16.0,33.0,4.4,pm25
New York,2010-10-05,33,33,,,,pm25
Delhi,2010-10-06,313,313,,,,pm25
London,2010-10-06,38,38,16.0,33.0,4.4,pm25
New York,2010-10-06,33,33,,,,pm25
Delhi,2010-10-07,313,313,,,,pm25
London,2010-10-07,38,38,16.0,33.0,4.4,pm25
New York,2010-10-07,33,33,,,,pm25
Delhi,2010-10-08,313,313,,,,pm25
London,2010-10-08,38,38,16.0,33.0,4.4,pm25
New York,2010-10-08,33,33,,,,pm25
Delhi,2010-10-09,313,313,,,,pm25
London,2010-10-09,38,38,16.0,33.0,4.4,pm25
New York,2010-10-09,33,33,,,,pm25
Delhi,2010-10-10,313,313,,,,pm25
London,2010-10-10,38,38,16.0,33.0,4.4,pm25
New York,2010-10-10,33,33,,,,pm25
Delhi,2010-10-11,313,313,,,,pm25
London,2010-10-11,38,38,16.0,33.0,4.4,pm25
New York,2010-10-11,33,33,,,,pm25
Delhi,2010-10-12,313,313,,,,pm25
London,2010-10-12,38,38,16.0,33.0,4.4,pm25
New York,2010-10-12,33,33,,,,pm25
Delhi,2010-10-13,313,313,,,,pm25
London,2010-10-13,38,38,16.0,33.0,4.4,pm25
New York,2010-10-13,33,33,,,,pm25
Delhi,2010-10-14,313,313,,,,pm25
London,2010-10-14,38,38,16.0,33.0,4.4,pm25
New York,2010-10-14,33,33,,,,pm25
Delhi,2010-10-15,313,313,,,,pm25
London,2010-10-15,38,38,16.0,33.0,4.4,pm25
New York,2010-10-15,33,33,,,,pm25
Delhi,2010-10-16,313,313,,,,pm25
London,2010-10-16,38,38,16.0,33.0,4.4,pm25
New York,2010-10-16,33,33,,,,pm25
Delhi,2010-10-17,313,313,,,,pm25
London,2010-10-17,38,38,16.0,33.0,4.4,pm25
New York,2010-10-17,33,33,,,,pm25
Delhi,2010-10-18,313,313,,,,pm25
London,2010-10-18,38,38,16.0,33.0,4.4,pm25
New York,2010-10-18,33,33,,,,pm25
Delhi,2010-10-19,313,313,,,,pm25
London,2010-10-19,38,38,16.0,33.0,4.4,pm25
New York,2010-10-19,33,33,,,,pm25
Delhi,2010-10-20,313,313,,,,pm25
London,2010-10-20,38,38,16.0,33.0,4.4,pm25
New York,2010-10-20,33,33,,,,pm25
Delhi,2010-10-21,313,313,,,,pm25
London,2010-10-21,38,38,16.0,33.0,4.4,pm25
New York,2010-10-21,33,33,,,,pm25
Delhi,2010-10-22,313,313,,,,pm25
London,2010-10-22,38,38,16.0,33.0,4.4,pm25
New York,2010-10-22,33,33,,,,pm25
Delhi,2010-10-23,313,313,,,,pm25
London,2010-10-23,38,38,16.0,33.0,4.4,pm25
New York,2010-10-23,33,33,,,,pm25
Delhi,2010-10-24,313,313,,,,pm25
London,2010-10-24,38,38,16.0,33.0,4.4,pm25
New York,2010-10-24,33,33,,,,pm25
Delhi,2010-10-25,313,313,,,,pm25
London,2010-10-25,38,38,16.0,33.0,4.4,pm25
New York,2010-10-25,33,33,,,,pm25
Delhi,2010-10-26,313,313,,,,pm25
London,2010-10-26,38,38,16.0,49.9,3.9,pm25
New York,2010-10-26,33,33,,,,pm25
Delhi,2010-10-27,313,313,,,,pm25
London,2010-10-27,38,38,16.0,49.9,3.9,pm25
New York,2010-10-27,33,33,,,,pm25
Delhi,2010-10-28,313,313,,,,pm25
London,2010-10-28,38,38,16.0,49.9,3.9,pm25
New York,2010-10-28,33,33,,,,pm25
Delhi,2010-10-29,313,313,,,,pm25
London,2010-10-29,38,38,16.0,49.9,3.9,pm25
New York,2010-10-29,33,33,,,,pm25
Delhi,2010-10-30,313,313,,,,pm25
London,2010-10-30,38,38,16.0,49.9,3.9,pm25
New York,2010-10-30,33,33,,,,pm25
Delhi,2010-10-31,313,313,,,,pm25
London,2010-10-31,38,38,16.0,49.9,3.9,pm25
New York,2010-10-31,33,33,,,,pm25
Delhi,2010-11-01,313,313,,,,pm25
London,2010-11-01,38,38,16.0,49.9,3.9,pm25
New York,2010-11-01,33,33,,,,pm25
Delhi,2010-11-02,313,313,,,,pm25
London,2010-11-02,38,38,16.0,49.9,3.9,pm25
New York,2010-11-02,33,33,,,,pm25
Delhi,2010-11-03,313,313,,,,pm25
London,2010-11-03,38,38,16.0,49.9,3.9,pm25
New York,2010-11-03,33,33,,,,pm25
Delhi,2010-11-04,313,313,,,,pm25
London,2010-11-04,38,38,16.0,49.9,3.9,pm25
New York,2010-11-04,33,33,,,,pm25
Delhi,2010-11-05,313,313,,,,pm25
London,2010-11-05,38,38,16.0,49.9,3.9,pm25
New York,2010-11-05,33,33,,,,pm25
Delhi,2010-11-06,313,313,,,,pm25
London,2010-11-06,38,38,16.0,49.9,3.9,pm25
New York,2010-11-06,33,33,,,,pm25
Delhi,2010-11-07,313,313,,,,pm25
London,2010-11-07,38,38,16.0,49.9,3.9,pm25
New York,2010-11-07,33,33,,,,pm25
Delhi,2010-11-08,313,313,,,,pm25
London,2010-11-08,38,38,16.0,49.9,3.9,pm25
New York,2010-11-08,33,33,,,,pm25
Delhi,2010-11-09,313,313,,,,pm25
London,2010-11-09,38,38,16.0,49.9,3.9,pm25
New York,2010-11-09,33,33,,,,pm25
Delhi,2010-11-10,313,313,,,,pm25
London,2010-11-10,38,38,16.0,49.9,3.9,pm25
New York,2010-11-10,33,33,,,,pm25
Delhi,2010-11-11,313,313,,,,pm25
London,2010-11-11,38,38,16.0,49.9,3.9,pm25
New York,2010-11-11,33,33,,,,pm25
Delhi,2010-11-12,313,313,,,,pm25
London,2010-11-12,38,38,16.0,49.9,3.9,pm25
New York,2010-11-12,33,33,,,,pm25
Delhi,2010-11-13,313,313,,,,pm25
London,2010-11-13,38,38,16.0,49.9,3.9,pm25
New York,2010-11-13,33,33,,,,pm25
Delhi,2010-11-14,313,313,,,,pm25
London,2010-11-14,38,38,16.0,49.9,3.9,pm25
New York,2010-11-14,33,33,,,,pm25
Delhi,2010-11-15,313,313,,,,pm25
London,2010-11-15,38,38,16.0,49.9,3.9,pm25
New York,2010-11-15,33,33,,,,pm25
Delhi,2010-11-16,313,313,,,,pm25
London,2010-11-16,38,38,16.0,49.9,3.9,pm25
New York,2010-11-16,33,33,,,,pm25
Delhi,2010-11-17,313,313,,,,pm25
London,2010-11-17,38,38,16.0,49.9,3.9,pm25
New York,2010-11-17,33,33,,,,pm25
Delhi,2010-11-18,313,313,,,,pm25
London,2010-11-18,38,38,16.0,49.9,3.9,pm25
New York,2010-11-18,33,33,,,,pm25
Delhi,2010-11-19,313,313,,,,pm25
London,2010-11-19,38,38,16.0,49.9,3.9,pm25
New York,2010-11-19,33,33,,,,pm25
Delhi,2010-11-20,313,313,,,,pm25
London,2010-11-20,38,38,16.0,49.9,3.9,pm25
New York,2010-11-20,33,33,,,,pm25
Delhi,2010-11-21,313,313,,,,pm25
London,2010-11-21,38,38,16.0,49.9,3.9,pm25
New York,2010-11-21,33,33,,,,pm25
Delhi,2010-11-22,313,313,,,,pm25
London,2010-11-22,38,38,16.0,49.9,3.9,pm25
New York,2010-11-22,33,33,,,,pm25
Delhi,2010-11-23,313,313,,,,pm25
London,2010-11-23,38,38,16.0,49.9,3.9,pm25
New York,2010-11-23,33,33,,,,pm25
Delhi,2010-11-24,313,313,,,,pm25
London,2010-11-24,38,38,16.0,49.9,3.9,pm25
New York,2010-11-24,33,33,,,,pm25
Delhi,2010-11-25,313,313,,,,pm25
London,2010-11-25,38,38,16.0,49.9,3.9,pm25
New York,2010-11-25,33,33,,,,pm25
Delhi,2010-11-26,313,313,,,,pm25
London,2010-11-26,38,38,16.0,49.9,3.9,pm25
New York,2010-11-26,33,33,,,,pm25
Delhi,2010-11-27,313,313,,,,pm25
London,2010-11-27,38,38,16.0,49.9,3.9,pm25
New York,2010-11-27,33,33,,,,pm25
Delhi,2010-11-28,313,313,,,,pm25
London,2010-11-28,38,38,16.0,49.9,3.9,pm25
New York,2010-11-28,33,33,,,,pm25
Delhi,2010-11-29,313,313,,,,pm25
London,2010-11-29,38,38,16.0,49.9,3.9,pm25
New York,2010-11-29,33,33,,,,pm25
Delhi,2010-11-30,313,313,,,,pm25
London,2010-11-30,38,38,16.0,49.9,3.9,pm25
New York,2010-11-30,33,33,,,,pm25
Delhi,2010-12-01,313,313,,,,pm25
London,2010-12-01,38,38,16.0,49.9,3.9,pm25
New York,2010-12-01,33,33,,,,pm25
Delhi,2010-12-02,313,313,,,,pm25
London,2010-12-02,38,38,16.0,49.9,3.9,pm25
New York,2010-12-02,33,33,,,,pm25
Delhi,2010-12-03,313,313,,,,pm25
London,2010-12-03,38,38,16.0,49.9,3.9,pm25
New York,2010-12-03,33,33,,,,pm25
Delhi,2010-12-04,313,313,,,,pm25
London,2010-12-04,38,38,16.0,49.9,3.9,pm25
New York,2010-12-04,33,33,,,,pm25
Delhi,2010-12-05,313,313,,,,pm25
London,2010-12-05,38,38,16.0,49.9,3.9,pm25
New York,2010-12-05,33,33,,,,pm25
Delhi,2010-12-06,313,313,,,,pm25
London,2010-12-06,38,38,16.0,49.9,3.9,pm25
New York,2010-12-06,33,33,,,,pm25
Delhi,2010-12-07,313,313,,,,pm25
London,2010-12-07,38,38,16.0,49.9,3.9,pm25
New York,2010-12-07,33,33,,,,pm25
Delhi,2010-12-08,313,313,,,,pm25
London,2010-12-08,38,38,16.0,49.9,3.9,pm25
New York,2010-12-08,33,33,,,,pm25
Delhi,2010-12-09,313,313,,,,pm25
London,2010-12-09,38,38,16.0,49.9,3.9,pm25
New York,2010-12-09,33,33,,,,pm25
Delhi,2010-12-10,313,313,,,,pm25
London,2010-12-10,38,38,16.0,49.9,3.9,pm25
New York,2010-12-10,33,33,,,,pm25
Delhi,2010-12-11,313,313,,,,pm25
London,2010-12-11,38,38,16.0,49.9,3.9,pm25
New York,2010-12-11,33,33,,,,pm25
Delhi,2010-12-12,313,313,,,,pm25
London,2010-12-12,38,38,16.0,49.9,3.9,pm25
New York,2010-12-12,33,33,,,,pm25
Delhi,2010-12-13,313,313,,,,pm25
London,2010-12-13,38,38,16.0,49.9,3.9,pm25
New York,2010-12-13,33,33,,,,pm25
Delhi,2010-12-14,313,313,,,,pm25
